dist|perl-5.31.0.author|perl-5.31.0.distname|perl-5.31.0.distversion|perl-5.31.0.grade|perl-5.31.1.author|perl-5.31.1.distname|perl-5.31.1.distversion|perl-5.31.1.grade
CGI-Expand|BOWMANBS|CGI-Expand-2.05|2.05|PASS|BOWMANBS|CGI-Expand-2.05|2.05|PASS
CGI-Fast|LEEJO|CGI-Fast-2.15|2.15|PASS|LEEJO|CGI-Fast-2.15|2.15|PASS
CGI-FormBuilder|BIGPRESH|CGI-FormBuilder-3.10|3.10|PASS|BIGPRESH|CGI-FormBuilder-3.10|3.10|PASS
CGI-Info|NHORNE|CGI-Info-0.70|0.70|PASS|NHORNE|CGI-Info-0.70|0.70|PASS
CGI-PSGI|MIYAGAWA|CGI-PSGI-0.15|0.15|PASS|MIYAGAWA|CGI-PSGI-0.15|0.15|PASS
CGI-Session|MARKSTOS|CGI-Session-4.48|4.48|PASS|MARKSTOS|CGI-Session-4.48|4.48|PASS
CGI-Simple|MANWAR|CGI-Simple-1.21|1.21|PASS|MANWAR|CGI-Simple-1.21|1.21|PASS
CGI-Struct|FULLERMD|CGI-Struct-1.21|1.21|PASS|FULLERMD|CGI-Struct-1.21|1.21|PASS
CGI-Test|TOKAREV|CGI-Test-1.111|1.111|PASS|TOKAREV|CGI-Test-1.111|1.111|PASS
CGI-Untaint|TMTM|CGI-Untaint-1.26|1.26|PASS|TMTM|CGI-Untaint-1.26|1.26|PASS
CGI-Untaint-date|TMTM|CGI-Untaint-date-1.00|1.00|FAIL|TMTM|CGI-Untaint-date-1.00|1.00|PASS
CGI-Untaint-email|MIYAGAWA|CGI-Untaint-email-0.03|0.03|PASS|MIYAGAWA|CGI-Untaint-email-0.03|0.03|PASS
CHI|JSWARTZ|CHI-0.60|0.60|PASS|JSWARTZ|CHI-0.60|0.60|PASS
CHI-Memoize|JSWARTZ|CHI-Memoize-0.07|0.07|PASS|JSWARTZ|CHI-Memoize-0.07|0.07|PASS
CLASS|MSCHWERN|CLASS-1.00|1.00|PASS|MSCHWERN|CLASS-1.00|1.00|PASS
CLDR-Number|PATCH|CLDR-Number-0.19|0.19|PASS|PATCH|CLDR-Number-0.19|0.19|PASS
CLI-Helpers|BLHOTSKY|CLI-Helpers-1.6|1.6|PASS|BLHOTSKY|CLI-Helpers-1.6|1.6|PASS
CORBA-IDL|PERRAD|CORBA-IDL-2.64|2.64|PASS|PERRAD|CORBA-IDL-2.64|2.64|PASS
CPAN-Changes|HAARG|CPAN-Changes-0.400002|0.400002|PASS|HAARG|CPAN-Changes-0.400002|0.400002|PASS
CPAN-Checksums|ANDK|CPAN-Checksums-2.12|2.12|PASS|ANDK|CPAN-Checksums-2.12|2.12|PASS
CPAN-Common-Index|DAGOLDEN|CPAN-Common-Index-0.010|0.010|PASS|DAGOLDEN|CPAN-Common-Index-0.010|0.010|PASS
CPAN-DistnameInfo|GBARR|CPAN-DistnameInfo-0.12|0.12|PASS|GBARR|CPAN-DistnameInfo-0.12|0.12|PASS
CPAN-Inject|PSHANGOV|CPAN-Inject-1.14|1.14|PASS|PSHANGOV|CPAN-Inject-1.14|1.14|PASS
CPAN-Meta-Check|LEONT|CPAN-Meta-Check-0.014|0.014|PASS|LEONT|CPAN-Meta-Check-0.014|0.014|PASS
CPAN-Mini|RJBS|CPAN-Mini-1.111016|1.111016|PASS|RJBS|CPAN-Mini-1.111016|1.111016|PASS
CPAN-Mini-Devel|DAGOLDEN|CPAN-Mini-Devel-0.04|0.04|PASS|DAGOLDEN|CPAN-Mini-Devel-0.04|0.04|PASS
CPAN-Mini-Inject|MITHALDU|CPAN-Mini-Inject-0.35|0.35|PASS|MITHALDU|CPAN-Mini-Inject-0.35|0.35|PASS
CPAN-PackageDetails|BDFOY|CPAN-PackageDetails-0.261|0.261|PASS|BDFOY|CPAN-PackageDetails-0.261|0.261|PASS
CPAN-ParseDistribution|DCANTRELL|CPAN-ParseDistribution-1.54|1.54|PASS|DCANTRELL|CPAN-ParseDistribution-1.54|1.54|PASS
CPAN-Perl-Releases|BINGOS|CPAN-Perl-Releases-4.08|4.08|PASS|BINGOS|CPAN-Perl-Releases-4.08|4.08|PASS
CPAN-Recent-Uploads|BINGOS|CPAN-Recent-Uploads-0.16|0.16|PASS|BINGOS|CPAN-Recent-Uploads-0.16|0.16|PASS
CPAN-Reporter|DAGOLDEN|CPAN-Reporter-1.2018|1.2018|PASS|DAGOLDEN|CPAN-Reporter-1.2018|1.2018|PASS
CPAN-SQLite|STRO|CPAN-SQLite-0.217|0.217|PASS|STRO|CPAN-SQLite-0.217|0.217|PASS
CPAN-Test-Dummy-Perl5-Make|ANDK|CPAN-Test-Dummy-Perl5-Make-1.05|1.05|PASS|ANDK|CPAN-Test-Dummy-Perl5-Make-1.05|1.05|PASS
CPAN-Testers-Common-Client|GARU|CPAN-Testers-Common-Client-0.14|0.14|PASS|GARU|CPAN-Testers-Common-Client-0.14|0.14|PASS
CPAN-Testers-Common-DBUtils|PREACTION|CPAN-Testers-Common-DBUtils-0.13|0.13|PASS|PREACTION|CPAN-Testers-Common-DBUtils-0.13|0.13|PASS
CPAN-Testers-Report|DAGOLDEN|CPAN-Testers-Report-1.999003|1.999003|PASS|DAGOLDEN|CPAN-Testers-Report-1.999003|1.999003|PASS
CPAN-Uploader|RJBS|CPAN-Uploader-0.103013|0.103013|PASS|RJBS|CPAN-Uploader-0.103013|0.103013|PASS
CPANPLUS|BINGOS|CPANPLUS-0.9176|0.9176|PASS|BINGOS|CPANPLUS-0.9178|0.9178|PASS
CPANPLUS-Dist-Build|BINGOS|CPANPLUS-Dist-Build-0.90|0.90|PASS|BINGOS|CPANPLUS-Dist-Build-0.90|0.90|PASS
CPP-catch-test|RANDIR|CPP-catch-test-1.0.1|1.0.1|PASS|RANDIR|CPP-catch-test-1.0.1|1.0.1|PASS
CPP-panda-lib|SYBER|CPP-panda-lib-1.2.1|1.2.1|NA|SYBER|CPP-panda-lib-1.2.1|1.2.1|NA
CPS|PEVANS|CPS-0.19|0.19|PASS|PEVANS|CPS-0.19|0.19|PASS
CQL-Parser|BRICAS|CQL-Parser-1.13|1.13|PASS|BRICAS|CQL-Parser-1.13|1.13|PASS
CSS|IAMCAL|CSS-1.09|1.09|PASS|IAMCAL|CSS-1.09|1.09|PASS
CSS-DOM|SPROUT|CSS-DOM-0.17|0.17|PASS|SPROUT|CSS-DOM-0.17|0.17|PASS
CSS-LESSp|DRINCHEV|CSS-LESSp-0.86|0.86|PASS|DRINCHEV|CSS-LESSp-0.86|0.86|PASS
CSS-Minifier|PMICHAUX|CSS-Minifier-0.01|0.01|PASS|PMICHAUX|CSS-Minifier-0.01|0.01|PASS
CSS-Minifier-XS|GTERMARS|CSS-Minifier-XS-0.09|0.09|PASS|GTERMARS|CSS-Minifier-XS-0.09|0.09|PASS
CSS-Packer|LEEJO|CSS-Packer-2.07|2.07|PASS|LEEJO|CSS-Packer-2.07|2.07|PASS
CSS-Scopifier|VANSTYN|CSS-Scopifier-0.04|0.04|PASS|VANSTYN|CSS-Scopifier-0.04|0.04|PASS
CSS-Squish|TSIBLEY|CSS-Squish-0.10|0.10|PASS|TSIBLEY|CSS-Squish-0.10|0.10|PASS
CSS-Tiny|CHORNY|CSS-Tiny-1.20|1.20|PASS|CHORNY|CSS-Tiny-1.20|1.20|PASS
Cache|SHLOMIF|Cache-2.11|2.11|PASS|SHLOMIF|Cache-2.11|2.11|PASS
Cache-Cache|RJBS|Cache-Cache-1.08|1.08|PASS|RJBS|Cache-Cache-1.08|1.08|PASS
Cache-FastMmap|ROBM|Cache-FastMmap-1.48|1.48|PASS|ROBM|Cache-FastMmap-1.48|1.48|PASS
Cache-LRU|KAZUHO|Cache-LRU-0.04|0.04|PASS|KAZUHO|Cache-LRU-0.04|0.04|PASS
Cache-Memcached|DORMANDO|Cache-Memcached-1.30|1.30|PASS|DORMANDO|Cache-Memcached-1.30|1.30|PASS
Cache-Memcached-Fast|RAZ|Cache-Memcached-Fast-0.25|0.25|PASS|RAZ|Cache-Memcached-Fast-0.25|0.25|PASS
Cache-Memory-Simple|TOKUHIROM|Cache-Memory-Simple-1.03|1.03|PASS|TOKUHIROM|Cache-Memory-Simple-1.03|1.03|PASS
Cache-RedisDB|BINARY|Cache-RedisDB-0.12|0.12|PASS|BINARY|Cache-RedisDB-0.12|0.12|PASS
Cache-Ref|BRUNOV|Cache-Ref-0.04|0.04|PASS|BRUNOV|Cache-Ref-0.04|0.04|PASS
Cache-Simple-TimedExpiry|JESSE|Cache-Simple-TimedExpiry-0.27|0.27|PASS|JESSE|Cache-Simple-TimedExpiry-0.27|0.27|PASS
Cairo|XAOC|Cairo-1.106|1.106|PASS|XAOC|Cairo-1.106|1.106|PASS
Cairo-GObject|XAOC|Cairo-GObject-1.004|1.004|PASS|XAOC|Cairo-GObject-1.004|1.004|PASS
Calendar-Plugin-Renderer|MANWAR|Calendar-Plugin-Renderer-0.15|0.15|PASS|MANWAR|Calendar-Plugin-Renderer-0.15|0.15|PASS
Calendar-Simple|DAVECROSS|Calendar-Simple-1.23|1.23|PASS|DAVECROSS|Calendar-Simple-1.23|1.23|PASS
Call-Context|FELIPE|Call-Context-0.03|0.03|PASS|FELIPE|Call-Context-0.03|0.03|PASS
Canary-Stability|MLEHMANN|Canary-Stability-2013|2013|PASS|MLEHMANN|Canary-Stability-2013|2013|PASS
Capture-Tiny|DAGOLDEN|Capture-Tiny-0.48|0.48|PASS|DAGOLDEN|Capture-Tiny-0.48|0.48|PASS
Carp-Always|FERREIRA|Carp-Always-0.16|0.16|PASS|FERREIRA|Carp-Always-0.16|0.16|PASS
Carp-Always-Color|DOY|Carp-Always-Color-0.08|0.08|FAIL|DOY|Carp-Always-Color-0.08|0.08|FAIL
Carp-Assert|NEILB|Carp-Assert-0.21|0.21|PASS|NEILB|Carp-Assert-0.21|0.21|PASS
Carp-Assert-More|PETDANCE|Carp-Assert-More-1.16|1.16|PASS|PETDANCE|Carp-Assert-More-1.16|1.16|PASS
Carp-Clan|ETHER|Carp-Clan-6.07|6.07|PASS|ETHER|Carp-Clan-6.07|6.07|PASS
Carp-Clan-Share|RKRIMEN|Carp-Clan-Share-0.013|0.013|PASS|RKRIMEN|Carp-Clan-Share-0.013|0.013|PASS
Carp-REPL|ETHER|Carp-REPL-0.18|0.18|PASS|x|x|x|x
Carton|MIYAGAWA|Carton-v1.0.34|v1.0.34|UNKNOWN|MIYAGAWA|Carton-v1.0.34|v1.0.34|UNKNOWN
Catalyst-Action-REST|JJNAPIORK|Catalyst-Action-REST-1.21|1.21|PASS|JJNAPIORK|Catalyst-Action-REST-1.21|1.21|PASS
Catalyst-Action-RenderView|BOBTFISH|Catalyst-Action-RenderView-0.16|0.16|PASS|BOBTFISH|Catalyst-Action-RenderView-0.16|0.16|PASS
Catalyst-ActionRole-ACL|BOBTFISH|Catalyst-ActionRole-ACL-0.07|0.07|PASS|BOBTFISH|Catalyst-ActionRole-ACL-0.07|0.07|PASS
Catalyst-Authentication-Credential-HTTP|ETHER|Catalyst-Authentication-Credential-HTTP-1.018|1.018|PASS|ETHER|Catalyst-Authentication-Credential-HTTP-1.018|1.018|PASS
Catalyst-Authentication-Store-DBIx-Class|ILMARI|Catalyst-Authentication-Store-DBIx-Class-0.1506|0.1506|PASS|ILMARI|Catalyst-Authentication-Store-DBIx-Class-0.1506|0.1506|PASS
Catalyst-Component-ACCEPT_CONTEXT|BOBTFISH|Catalyst-Component-ACCEPT_CONTEXT-0.07|0.07|PASS|BOBTFISH|Catalyst-Component-ACCEPT_CONTEXT-0.07|0.07|PASS
Catalyst-Component-InstancePerContext|GRODITI|Catalyst-Component-InstancePerContext-0.001001|0.001001|PASS|GRODITI|Catalyst-Component-InstancePerContext-0.001001|0.001001|PASS
Catalyst-Controller-ActionRole|ETHER|Catalyst-Controller-ActionRole-0.17|0.17|PASS|ETHER|Catalyst-Controller-ActionRole-0.17|0.17|PASS
Catalyst-Controller-AutoAssets|VANSTYN|Catalyst-Controller-AutoAssets-0.40|0.40|PASS|VANSTYN|Catalyst-Controller-AutoAssets-0.40|0.40|PASS
Catalyst-Controller-SimpleCAS|VANSTYN|Catalyst-Controller-SimpleCAS-1.002|1.002|PASS|VANSTYN|Catalyst-Controller-SimpleCAS-1.002|1.002|PASS
Catalyst-Devel|ILMARI|Catalyst-Devel-1.39|1.39|PASS|ILMARI|Catalyst-Devel-1.39|1.39|PASS
Catalyst-DispatchType-Regex|MGRIMES|Catalyst-DispatchType-Regex-5.90035|5.90035|PASS|MGRIMES|Catalyst-DispatchType-Regex-5.90035|5.90035|PASS
Catalyst-Manual|HAARG|Catalyst-Manual-5.9010|5.9010|PASS|HAARG|Catalyst-Manual-5.9010|5.9010|PASS
Catalyst-Model-Adaptor|BOBTFISH|Catalyst-Model-Adaptor-0.10|0.10|PASS|BOBTFISH|Catalyst-Model-Adaptor-0.10|0.10|PASS
Catalyst-Model-DBIC-Schema|GBJK|Catalyst-Model-DBIC-Schema-0.65|0.65|PASS|GBJK|Catalyst-Model-DBIC-Schema-0.65|0.65|PASS
Catalyst-Plugin-Authentication|BOBTFISH|Catalyst-Plugin-Authentication-0.10023|0.10023|PASS|BOBTFISH|Catalyst-Plugin-Authentication-0.10023|0.10023|PASS
Catalyst-Plugin-Authorization-ACL|RKITOVER|Catalyst-Plugin-Authorization-ACL-0.16|0.16|PASS|RKITOVER|Catalyst-Plugin-Authorization-ACL-0.16|0.16|PASS
Catalyst-Plugin-Authorization-Roles|BOBTFISH|Catalyst-Plugin-Authorization-Roles-0.09|0.09|PASS|BOBTFISH|Catalyst-Plugin-Authorization-Roles-0.09|0.09|PASS
Catalyst-Plugin-Cache|BOBTFISH|Catalyst-Plugin-Cache-0.12|0.12|PASS|BOBTFISH|Catalyst-Plugin-Cache-0.12|0.12|PASS
Catalyst-Plugin-ConfigLoader|BOBTFISH|Catalyst-Plugin-ConfigLoader-0.34|0.34|PASS|BOBTFISH|Catalyst-Plugin-ConfigLoader-0.34|0.34|PASS
Catalyst-Plugin-FormValidator|DHOSS|Catalyst-Plugin-FormValidator-0.094|0.094|PASS|DHOSS|Catalyst-Plugin-FormValidator-0.094|0.094|PASS
Catalyst-Plugin-FormValidator-Simple|DHOSS|Catalyst-Plugin-FormValidator-Simple-0.15|0.15|PASS|DHOSS|Catalyst-Plugin-FormValidator-Simple-0.15|0.15|PASS
Catalyst-Plugin-I18N|BOBTFISH|Catalyst-Plugin-I18N-0.10|0.10|PASS|BOBTFISH|Catalyst-Plugin-I18N-0.10|0.10|PASS
Catalyst-Plugin-Session|JJNAPIORK|Catalyst-Plugin-Session-0.41|0.41|PASS|JJNAPIORK|Catalyst-Plugin-Session-0.41|0.41|PASS
Catalyst-Plugin-Session-State-Cookie|MSTROUT|Catalyst-Plugin-Session-State-Cookie-0.17|0.17|PASS|MSTROUT|Catalyst-Plugin-Session-State-Cookie-0.17|0.17|PASS
Catalyst-Plugin-Session-Store-DBIC|BOBTFISH|Catalyst-Plugin-Session-Store-DBIC-0.14|0.14|PASS|BOBTFISH|Catalyst-Plugin-Session-Store-DBIC-0.14|0.14|PASS
Catalyst-Plugin-Session-Store-Delegate|BOBTFISH|Catalyst-Plugin-Session-Store-Delegate-0.06|0.06|PASS|BOBTFISH|Catalyst-Plugin-Session-Store-Delegate-0.06|0.06|PASS
Catalyst-Plugin-Session-Store-FastMmap|BOBTFISH|Catalyst-Plugin-Session-Store-FastMmap-0.16|0.16|PASS|BOBTFISH|Catalyst-Plugin-Session-Store-FastMmap-0.16|0.16|PASS
Catalyst-Plugin-Session-Store-File|FLORA|Catalyst-Plugin-Session-Store-File-0.18|0.18|PASS|FLORA|Catalyst-Plugin-Session-Store-File-0.18|0.18|PASS
Catalyst-Plugin-StackTrace|BOBTFISH|Catalyst-Plugin-StackTrace-0.12|0.12|PASS|BOBTFISH|Catalyst-Plugin-StackTrace-0.12|0.12|PASS
Catalyst-Plugin-Static-Simple|ILMARI|Catalyst-Plugin-Static-Simple-0.36|0.36|PASS|ILMARI|Catalyst-Plugin-Static-Simple-0.36|0.36|PASS
Catalyst-Plugin-SubRequest|JJNAPIORK|Catalyst-Plugin-SubRequest-0.21|0.21|PASS|JJNAPIORK|Catalyst-Plugin-SubRequest-0.21|0.21|PASS
Catalyst-Runtime|JJNAPIORK|Catalyst-Runtime-5.90124|5.90124|PASS|JJNAPIORK|Catalyst-Runtime-5.90124|5.90124|PASS
Catalyst-View-Email|DHOSS|Catalyst-View-Email-0.36|0.36|PASS|DHOSS|Catalyst-View-Email-0.36|0.36|PASS
Catalyst-View-HTML-Mason|JJNAPIORK|Catalyst-View-HTML-Mason-0.19|0.19|PASS|JJNAPIORK|Catalyst-View-HTML-Mason-0.19|0.19|PASS
Catalyst-View-JSON|HAARG|Catalyst-View-JSON-0.37|0.37|PASS|HAARG|Catalyst-View-JSON-0.37|0.37|PASS
Catalyst-View-TT|ETHER|Catalyst-View-TT-0.44|0.44|PASS|ETHER|Catalyst-View-TT-0.44|0.44|PASS
CatalystX-AppBuilder|NEWELLC|CatalystX-AppBuilder-0.00011|0.00011|PASS|NEWELLC|CatalystX-AppBuilder-0.00011|0.00011|PASS
CatalystX-CRUD|KARMAN|CatalystX-CRUD-0.57|0.57|PASS|KARMAN|CatalystX-CRUD-0.57|0.57|PASS
CatalystX-Component-Traits|RKITOVER|CatalystX-Component-Traits-0.19|0.19|PASS|RKITOVER|CatalystX-Component-Traits-0.19|0.19|PASS
CatalystX-InjectComponent|ROKR|CatalystX-InjectComponent-0.025|0.025|PASS|ROKR|CatalystX-InjectComponent-0.025|0.025|PASS
CatalystX-LeakChecker|FLORA|CatalystX-LeakChecker-0.06|0.06|PASS|FLORA|CatalystX-LeakChecker-0.06|0.06|PASS
CatalystX-Profile|JJNAPIORK|CatalystX-Profile-0.02|0.02|PASS|JJNAPIORK|CatalystX-Profile-0.02|0.02|PASS
CatalystX-REPL|FLORA|CatalystX-REPL-0.04|0.04|PASS|x|x|x|x
CatalystX-RoleApplicator|HDP|CatalystX-RoleApplicator-0.005|0.005|PASS|HDP|CatalystX-RoleApplicator-0.005|0.005|PASS
CatalystX-SimpleLogin|ABRAXXA|CatalystX-SimpleLogin-0.20|0.20|PASS|ABRAXXA|CatalystX-SimpleLogin-0.20|0.20|PASS
Catmandu|NICS|Catmandu-1.2002|1.2002|PASS|NICS|Catmandu-1.2002|1.2002|PASS
Catmandu-Fix-Datahub|PIETERDP|Catmandu-Fix-Datahub-0.03|0.03|PASS|PIETERDP|Catmandu-Fix-Datahub-0.03|0.03|PASS
Catmandu-LIDO|NETSENSEI|Catmandu-LIDO-0.10|0.10|PASS|NETSENSEI|Catmandu-LIDO-0.10|0.10|PASS
Catmandu-OAI|HOCHSTEN|Catmandu-OAI-0.19|0.19|PASS|HOCHSTEN|Catmandu-OAI-0.19|0.19|PASS
Catmandu-Store-Datahub|NETSENSEI|Catmandu-Store-Datahub-0.08|0.08|PASS|NETSENSEI|Catmandu-Store-Datahub-0.08|0.08|PASS
Catmandu-XML|VOJ|Catmandu-XML-0.16|0.16|PASS|VOJ|Catmandu-XML-0.16|0.16|PASS
Chart-Gnuplot|KWMAK|Chart-Gnuplot-0.23|0.23|PASS|KWMAK|Chart-Gnuplot-0.23|0.23|PASS
Check-ISA|MANWAR|Check-ISA-0.09|0.09|PASS|MANWAR|Check-ISA-0.09|0.09|PASS
Check-UnitCheck|AJGOUGH|Check-UnitCheck-0.13|0.13|PASS|AJGOUGH|Check-UnitCheck-0.13|0.13|PASS
Chemistry-Bond-Find|ITUB|Chemistry-Bond-Find-0.23|0.23|PASS|ITUB|Chemistry-Bond-Find-0.23|0.23|PASS
Chemistry-Canonicalize|ITUB|Chemistry-Canonicalize-0.11|0.11|PASS|ITUB|Chemistry-Canonicalize-0.11|0.11|PASS
Chemistry-Pattern|ITUB|Chemistry-Pattern-0.27|0.27|PASS|ITUB|Chemistry-Pattern-0.27|0.27|PASS
Chemistry-Ring|ITUB|Chemistry-Ring-0.20|0.20|PASS|ITUB|Chemistry-Ring-0.20|0.20|PASS
Child|EXODIST|Child-0.013|0.013|PASS|EXODIST|Child-0.013|0.013|PASS
Class-Accessor|KASEI|Class-Accessor-0.51|0.51|PASS|KASEI|Class-Accessor-0.51|0.51|PASS
Class-Accessor-Chained|RCLAMP|Class-Accessor-Chained-0.01|0.01|PASS|RCLAMP|Class-Accessor-Chained-0.01|0.01|PASS
Class-Accessor-Children|KAWASAKI|Class-Accessor-Children-0.02|0.02|PASS|KAWASAKI|Class-Accessor-Children-0.02|0.02|PASS
Class-Accessor-Class|RJBS|Class-Accessor-Class-0.503|0.503|PASS|RJBS|Class-Accessor-Class-0.503|0.503|PASS
Class-Accessor-Classy|EWILHELM|Class-Accessor-Classy-v0.9.1|v0.9.1|PASS|EWILHELM|Class-Accessor-Classy-v0.9.1|v0.9.1|PASS
Class-Accessor-Complex|MARCEL|Class-Accessor-Complex-1.100880|1.100880|PASS|MARCEL|Class-Accessor-Complex-1.100880|1.100880|PASS
Class-Accessor-Constructor|MARCEL|Class-Accessor-Constructor-1.111590|1.111590|PASS|MARCEL|Class-Accessor-Constructor-1.111590|1.111590|PASS
Class-Accessor-Grouped|HAARG|Class-Accessor-Grouped-0.10014|0.10014|PASS|HAARG|Class-Accessor-Grouped-0.10014|0.10014|PASS
Class-Accessor-Installer|MARCEL|Class-Accessor-Installer-1.100880|1.100880|PASS|MARCEL|Class-Accessor-Installer-1.100880|1.100880|PASS
Class-Accessor-Lite|KAZUHO|Class-Accessor-Lite-0.08|0.08|PASS|KAZUHO|Class-Accessor-Lite-0.08|0.08|PASS
Class-Accessor-Lite-Lazy|MOTEMEN|Class-Accessor-Lite-Lazy-0.03|0.03|PASS|MOTEMEN|Class-Accessor-Lite-Lazy-0.03|0.03|PASS
Class-Accessor-Lvalue|RCLAMP|Class-Accessor-Lvalue-0.11|0.11|PASS|RCLAMP|Class-Accessor-Lvalue-0.11|0.11|PASS
Class-Accessor-Named|JESSE|Class-Accessor-Named-0.009|0.009|PASS|JESSE|Class-Accessor-Named-0.009|0.009|PASS
Class-Adapter|ETHER|Class-Adapter-1.09|1.09|PASS|ETHER|Class-Adapter-1.09|1.09|PASS
Class-AutoloadCAN|TILLY|Class-AutoloadCAN-0.03|0.03|PASS|TILLY|Class-AutoloadCAN-0.03|0.03|PASS
Class-Autouse|ADAMK|Class-Autouse-2.01|2.01|PASS|ADAMK|Class-Autouse-2.01|2.01|PASS
Class-Base|YANICK|Class-Base-0.09|0.09|PASS|YANICK|Class-Base-0.09|0.09|PASS
Class-C3|HAARG|Class-C3-0.34|0.34|PASS|HAARG|Class-C3-0.34|0.34|PASS
Class-C3-Adopt-NEXT|ETHER|Class-C3-Adopt-NEXT-0.14|0.14|PASS|ETHER|Class-C3-Adopt-NEXT-0.14|0.14|PASS
Class-C3-Componentised|HAARG|Class-C3-Componentised-1.001002|1.001002|PASS|HAARG|Class-C3-Componentised-1.001002|1.001002|PASS
Class-Component|YAPPO|Class-Component-0.17|0.17|PASS|YAPPO|Class-Component-0.17|0.17|PASS
Class-Container|KWILLIAMS|Class-Container-0.13|0.13|PASS|KWILLIAMS|Class-Container-0.13|0.13|PASS
Class-DBI|TMTM|Class-DBI-v3.0.17|v3.0.17|PASS|TMTM|Class-DBI-v3.0.17|v3.0.17|PASS
Class-DBI-AbstractSearch|MIYAGAWA|Class-DBI-AbstractSearch-0.07|0.07|PASS|MIYAGAWA|Class-DBI-AbstractSearch-0.07|0.07|PASS
Class-DBI-DATA-Schema|TMTM|Class-DBI-DATA-Schema-1.00|1.00|FAIL|TMTM|Class-DBI-DATA-Schema-1.00|1.00|FAIL
Class-DBI-FromForm|MRAMBERG|Class-DBI-FromForm-0.04|0.04|PASS|MRAMBERG|Class-DBI-FromForm-0.04|0.04|PASS
Class-DBI-Loader|DMAKI|Class-DBI-Loader-0.34|0.34|PASS|DMAKI|Class-DBI-Loader-0.34|0.34|PASS
Class-DBI-Loader-Relationship|SIMON|Class-DBI-Loader-Relationship-1.2|1.2|PASS|SIMON|Class-DBI-Loader-Relationship-1.2|1.2|PASS
Class-DBI-Pager|MIYAGAWA|Class-DBI-Pager-0.08|0.08|PASS|MIYAGAWA|Class-DBI-Pager-0.08|0.08|PASS
Class-DBI-Plugin|JCZEUS|Class-DBI-Plugin-0.03|0.03|PASS|JCZEUS|Class-DBI-Plugin-0.03|0.03|PASS
Class-DBI-Plugin-RetrieveAll|TMTM|Class-DBI-Plugin-RetrieveAll-1.04|1.04|PASS|TMTM|Class-DBI-Plugin-RetrieveAll-1.04|1.04|PASS
Class-DBI-Plugin-Type|SIMON|Class-DBI-Plugin-Type-0.02|0.02|FAIL|SIMON|Class-DBI-Plugin-Type-0.02|0.02|FAIL
Class-DBI-SQLite|MIYAGAWA|Class-DBI-SQLite-0.11|0.11|PASS|MIYAGAWA|Class-DBI-SQLite-0.11|0.11|PASS
Class-Data-Accessor|CLACO|Class-Data-Accessor-0.04004|0.04004|PASS|CLACO|Class-Data-Accessor-0.04004|0.04004|PASS
Class-Data-ConfigHash|DMAKI|Class-Data-ConfigHash-0.00002|0.00002|PASS|DMAKI|Class-Data-ConfigHash-0.00002|0.00002|PASS
Class-Data-Inheritable|TMTM|Class-Data-Inheritable-0.08|0.08|PASS|TMTM|Class-Data-Inheritable-0.08|0.08|PASS
Class-Data-Lite|SONGMU|Class-Data-Lite-0.0010|0.0010|PASS|SONGMU|Class-Data-Lite-0.0010|0.0010|PASS
Class-Date|YANICK|Class-Date-1.1.17|1.1.17|PASS|YANICK|Class-Date-1.1.17|1.1.17|PASS
Class-Default|ADAMK|Class-Default-1.51|1.51|PASS|ADAMK|Class-Default-1.51|1.51|PASS
Class-Discover|ASH|Class-Discover-1.000003|1.000003|PASS|ASH|Class-Discover-1.000003|1.000003|PASS
Class-Dot|ASKSH|Class-Dot-1.5.0|1.5.0|PASS|ASKSH|Class-Dot-1.5.0|1.5.0|PASS
Class-Easy|APLA|Class-Easy-0.18|0.18|PASS|APLA|Class-Easy-0.18|0.18|PASS
Class-ErrorHandler|TOKUHIROM|Class-ErrorHandler-0.04|0.04|PASS|TOKUHIROM|Class-ErrorHandler-0.04|0.04|PASS
Class-Factory|PHRED|Class-Factory-1.06|1.06|PASS|PHRED|Class-Factory-1.06|1.06|PASS
Class-Factory-Enhanced|MARCEL|Class-Factory-Enhanced-1.101420|1.101420|PASS|MARCEL|Class-Factory-Enhanced-1.101420|1.101420|PASS
Class-Factory-Util|DROLSKY|Class-Factory-Util-1.7|1.7|PASS|DROLSKY|Class-Factory-Util-1.7|1.7|PASS
Class-Field|INGY|Class-Field-0.24|0.24|PASS|INGY|Class-Field-0.24|0.24|PASS
Class-Fields|MSCHWERN|Class-Fields-0.204|0.204|PASS|MSCHWERN|Class-Fields-0.204|0.204|PASS
Class-Gomor|GOMOR|Class-Gomor-1.03|1.03|PASS|GOMOR|Class-Gomor-1.03|1.03|PASS
Class-ISA|SMUELLER|Class-ISA-0.36|0.36|PASS|SMUELLER|Class-ISA-0.36|0.36|PASS
Class-Inner|ARUNBEAR|Class-Inner-0.200001|0.200001|PASS|ARUNBEAR|Class-Inner-0.200001|0.200001|PASS
Class-InsideOut|DAGOLDEN|Class-InsideOut-1.14|1.14|PASS|DAGOLDEN|Class-InsideOut-1.14|1.14|PASS
Class-Inspector|PLICEASE|Class-Inspector-1.34|1.34|PASS|PLICEASE|Class-Inspector-1.34|1.34|PASS
Class-Iterator|TEXMEC|Class-Iterator-0.3|0.3|PASS|TEXMEC|Class-Iterator-0.3|0.3|PASS
Class-Load|ETHER|Class-Load-0.25|0.25|PASS|ETHER|Class-Load-0.25|0.25|PASS
